sessionID,userID,kWhDelivered,Estimated_Revenue
1_1_179_781_2018-10-24 13:02:59.287440,,12.813069,3.4646537
1_1_179_777_2018-10-24 13:05:13.461678,679.0,51.118,13.822307
1_1_178_828_2018-10-24 13:07:07.429194,553.0,9.090727,2.4581325
1_1_193_819_2018-10-24 13:10:45.587388,334.0,13.861,3.7480142
1_1_194_822_2018-10-24 13:21:46.449621,463.0,5.964,1.6126655
1_1_193_825_2018-10-24 13:25:54.560186,,12.12,3.277248
1_1_178_824_2018-10-24 13:26:40.739216,322.0,13.765,3.722056
1_1_193_820_2018-10-24 13:28:24.438693,,5.263,1.4231151
1_1_193_827_2018-10-24 13:29:37.347467,176.0,16.13336,4.36246
1_1_193_816_2018-10-24 13:30:56.527165,,19.219313,5.196902
1_1_179_787_2018-10-24 13:33:44.230998,169.0,8.791585,2.3772445
1_1_194_818_2018-10-24 13:39:58.476994,357.0,11.745,3.1758478
1_1_193_829_2018-10-24 13:42:22.817019,365.0,3.355819,0.9074134
1_1_191_785_2018-10-24 13:44:21.647306,368.0,8.051105,2.1770186
1_1_179_799_2018-10-24 13:49:20.589549,581.0,19.322927,5.2249193
1_1_179_809_2018-10-24 13:49:23.789077,414.0,12.011,3.2477741
1_1_179_810_2018-10-24 13:50:18.822154,404.0,12.184,3.2945535
1_1_179_794_2018-10-24 13:52:39.834158,576.0,11.136,3.0111742
1_1_179_791_2018-10-24 13:53:58.957588,507.0,29.570036,7.9957376
1_1_179_798_2018-10-24 13:57:32.658743,,10.4034605,2.8130956
1_1_191_795_2018-10-24 14:06:05.898899,528.0,7.272,1.9663486
1_1_179_815_2018-10-24 14:06:50.997138,,6.954,1.8803616
1_1_191_782_2018-10-24 14:07:25.446296,826.0,29.637,8.0138445
1_1_179_783_2018-10-24 14:08:01.860720,647.0,8.638,2.335715
1_1_179_796_2018-10-24 14:14:07.525910,726.0,5.651,1.5280304
1_1_191_784_2018-10-24 14:16:09.503385,,3.942,1.0659168
1_1_179_797_2018-10-24 14:17:54.994960,,15.072,4.0754685
1_1_179_800_2018-10-24 14:24:26.536063,537.0,30.685,8.297223
1_1_179_788_2018-10-24 14:28:54.858750,630.0,8.875,2.3997998
1_1_179_790_2018-10-24 14:29:54.689097,476.0,8.323,2.250539
1_1_191_778_2018-10-24 14:32:39.916548,410.0,7.642788,2.0666099
1_1_179_779_2018-10-24 14:34:26.320695,611.0,39.511,10.683774
1_1_179_813_2018-10-24 14:36:15.618487,458.0,35.374,9.565129
1_1_191_804_2018-10-24 14:36:37.138857,917.0,17.951,4.85395
1_1_191_807_2018-10-24 14:38:20.647907,554.0,5.961,1.6118543
1_1_191_803_2018-10-24 14:39:30.476634,,10.695884,2.8921669
1_1_191_786_2018-10-24 14:40:49.816555,631.0,39.72706,10.742196
1_1_191_780_2018-10-24 14:41:38.603287,,6.38,1.7251519
1_1_191_811_2018-10-24 14:51:21.259561,444.0,2.801,0.7573904
1_1_191_812_2018-10-24 14:52:19.880989,335.0,15.744905,4.2574224
1_1_191_806_2018-10-24 14:56:03.453499,592.0,7.1543174,1.9345273
1_1_191_808_2018-10-24 14:56:55.653335,756.0,15.882814,4.294713
1_1_191_805_2018-10-24 14:59:22.946780,374.0,6.69,1.8089759
1_1_191_793_2018-10-24 15:06:24.340045,481.0,24.251177,6.557518
1_1_191_792_2018-10-24 15:07:51.399961,382.0,12.525,3.3867598
1_1_178_824_2018-10-24 18:29:54.582006,607.0,5.721,1.5469583
1_1_193_820_2018-10-24 18:50:45.202235,,0.828,0.2238912
1_1_191_780_2018-10-24 19:08:26.053687,393.0,11.477,3.1033807
1_1_191_802_2018-10-24 19:20:21.644393,,19.173904,5.1846237
1_1_191_782_2018-10-24 19:28:55.326818,,12.596351,3.406053
1_1_179_815_2018-10-24 19:38:50.955193,,2.803,0.7579312
1_1_191_807_2018-10-24 20:13:48.126191,,3.437,0.92936474
1_1_194_826_2018-10-24 20:36:07.015216,,10.763,2.910315
1_1_179_788_2018-10-24 20:56:33.127589,608.0,8.521,2.3040783
1_1_194_821_2018-10-24 21:11:23.628828,171.0,6.234,1.6856736
1_1_179_800_2018-10-24 21:30:01.868751,220.0,7.813,2.1126351
1_1_178_823_2018-10-24 22:54:37.712903,355.0,4.712,1.2741247
1_1_194_818_2018-10-24 23:01:02.566795,467.0,9.231,2.4960623
1_1_193_829_2018-10-24 23:03:53.037226,,7.2168374,1.9514327
1_1_193_816_2018-10-24 23:37:53.263727,,5.9,1.5953599
1_1_191_805_2018-10-24 23:42:43.840536,337.0,1.194,0.3228576
1_1_178_817_2018-10-24 23:50:53.490334,433.0,3.9609196,1.0710326
1_1_193_819_2018-10-25 00:07:37.928674,405.0,6.039,1.6329455
1_1_193_827_2018-10-25 00:49:09.321697,,2.981,0.80606234
1_1_194_821_2018-10-25 03:41:18.675057,614.0,1.449,0.39180958
1_1_179_787_2018-10-25 04:36:48.605117,614.0,1.658,0.4483232
1_1_178_828_2018-10-25 06:22:05.223113,949.0,8.198,2.2167392
1_1_193_827_2018-10-25 11:48:08.664081,404.0,12.422,3.3589087
1_1_178_817_2018-10-25 12:06:38.127001,933.0,39.897,10.788148
1_1_194_821_2018-10-25 12:24:52.990931,651.0,12.389,3.3499854
1_1_191_789_2018-10-25 12:32:27.609313,483.0,5.996,1.6213182
1_1_178_823_2018-10-25 12:48:13.601553,406.0,11.367,3.0736365
1_1_179_790_2018-10-25 12:56:43.001622,,12.511,3.3829741
1_1_194_826_2018-10-25 12:57:20.978738,553.0,9.388,2.5385149
1_1_179_777_2018-10-25 13:02:23.469242,679.0,20.164,5.4523454
1_1_193_825_2018-10-25 13:02:31.481168,,12.695,3.4327278
1_1_191_802_2018-10-25 13:02:42.568274,,8.345,2.256488
1_1_178_824_2018-10-25 13:10:22.250341,361.0,39.257,10.615092
1_1_193_820_2018-10-25 13:10:27.901944,,5.548,1.500179
1_1_193_819_2018-10-25 13:12:31.577956,334.0,13.913,3.762075
1_1_179_810_2018-10-25 13:22:19.339463,416.0,7.641,2.0661263
1_1_194_822_2018-10-25 13:28:40.189372,322.0,15.521,4.196878
1_1_179_787_2018-10-25 13:30:00.650167,169.0,8.284,2.2399936
1_1_191_785_2018-10-25 13:30:37.951001,368.0,6.992,1.8906367
1_1_193_829_2018-10-25 13:31:04.830367,176.0,14.745,3.9870477
1_1_179_781_2018-10-25 13:39:45.620149,,11.761,3.180174
1_1_193_816_2018-10-25 13:41:11.107943,576.0,13.202,3.5698206
1_1_179_797_2018-10-25 13:43:02.175248,726.0,5.471,1.4793584
1_1_194_818_2018-10-25 13:49:41.347920,414.0,12.538,3.390275
1_1_179_813_2018-10-25 13:55:12.577391,,10.343,2.7967472
1_1_179_799_2018-10-25 14:00:34.992853,507.0,8.28,2.2389119
1_1_179_783_2018-10-25 14:06:31.275556,647.0,8.385,2.267304
1_1_191_803_2018-10-25 14:06:55.344972,528.0,6.863,1.8557551
1_1_179_800_2018-10-25 14:07:05.954925,378.0,24.884,6.7286334
1_1_179_791_2018-10-25 14:07:26.437104,,10.748,2.906259
1_1_191_811_2018-10-25 14:07:48.555035,194.0,12.404,3.3540416
1_1_191_795_2018-10-25 14:16:19.909827,826.0,23.408,6.329523
1_1_191_793_2018-10-25 14:17:31.488564,,4.007,1.0834928
1_1_179_809_2018-10-25 14:20:19.288648,,3.989,1.0786256
1_1_179_798_2018-10-25 14:23:05.723908,614.0,31.122,8.415388
1_1_179_788_2018-10-25 14:24:07.908944,480.0,13.26,3.5855038
1_1_179_815_2018-10-25 14:28:42.920283,537.0,12.46,3.3691838
1_1_179_801_2018-10-25 14:32:38.247048,365.0,3.287,0.88880473
1_1_191_782_2018-10-25 14:34:05.240881,,8.187,2.2137647
1_1_179_779_2018-10-25 14:34:46.159563,577.0,5.499,1.4869295
1_1_191_812_2018-10-25 14:35:42.691144,531.0,18.262,4.9380445
1_1_191_784_2018-10-25 14:38:09.352560,436.0,19.63,5.3079515
1_1_179_794_2018-10-25 14:40:36.321242,,9.63,2.603952
1_1_191_807_2018-10-25 14:45:08.360990,,1.292,0.3493568
1_1_191_786_2018-10-25 14:46:39.689438,,17.418,4.709827
1_1_191_780_2018-10-25 14:48:59.651270,592.0,7.344,1.9858174
1_1_191_792_2018-10-25 14:51:16.630310,,5.636,1.5239744
1_1_191_778_2018-10-25 14:52:57.999631,443.0,14.349,3.8799694
1_1_191_804_2018-10-25 14:54:23.552166,,17.411,4.707934
1_1_191_806_2018-10-25 14:54:28.170034,,13.564,3.6677055
1_1_191_808_2018-10-25 14:55:32.324468,459.0,12.949,3.5014095
1_1_191_805_2018-10-25 14:59:26.445555,374.0,6.56,1.7738239
1_1_179_813_2018-10-25 18:14:38.271458,420.0,12.269,3.3175375
1_1_179_794_2018-10-25 18:17:36.359151,481.0,15.256,4.125222
1_1_179_791_2018-10-25 18:22:12.386243,607.0,10.474,2.8321695
1_1_191_807_2018-10-25 18:33:10.469652,474.0,36.435,9.852024
1_1_191_782_2018-10-25 18:42:36.789207,,4.714,1.2746656
1_1_179_790_2018-10-25 18:57:37.140375,630.0,8.808,2.3816829
1_1_178_828_2018-10-25 18:57:42.989977,220.0,15.241,4.121166
1_1_191_795_2018-10-25 19:01:02.724503,742.0,2.824,0.7636095
1_1_191_812_2018-10-25 19:15:10.589561,428.0,9.913,2.680475
1_1_193_816_2018-10-25 19:16:44.250712,,11.112,3.0046847
1_1_191_808_2018-10-25 19:28:29.741345,531.0,13.197,3.5684686
1_1_194_821_2018-10-25 20:52:38.606112,,6.991,1.8903663
1_1_193_827_2018-10-25 21:19:44.524916,608.0,19.357,5.234133
1_1_179_810_2018-10-25 21:29:43.058261,171.0,1.733,0.4686032
1_1_193_819_2018-10-25 22:04:07.436745,393.0,2.158,0.58352315
1_1_193_825_2018-10-25 22:15:04.487335,355.0,9.673,2.6155791
1_1_179_813_2018-10-25 22:39:11.480193,,6.597,1.7838287
1_1_178_823_2018-10-25 22:41:18.178066,331.0,19.019,5.142737
1_1_179_810_2018-10-25 22:45:18.781118,444.0,2.748,0.74305916
1_1_193_819_2018-10-25 23:17:52.903293,172.0,6.135,1.658904
1_1_193_819_2018-10-26 02:01:05.485784,405.0,5.982,1.6175327
1_1_178_828_2018-10-26 04:10:24.336392,459.0,13.103,3.543051
1_1_194_821_2018-10-26 12:19:41.590641,651.0,12.062,3.2615647
1_1_194_826_2018-10-26 12:43:56.755600,483.0,6.004,1.6234816
1_1_178_823_2018-10-26 12:44:56.024334,406.0,10.871,2.9395185
1_1_178_828_2018-10-26 13:12:39.264376,,4.725,1.2776399
1_1_193_820_2018-10-26 13:19:27.404761,,5.591,1.5118064
1_1_193_825_2018-10-26 13:34:18.374962,,12.044,3.2566974
1_1_179_781_2018-10-26 13:45:32.144240,,7.897,2.1353486
1_1_193_819_2018-10-26 14:05:54.902085,,10.111,2.7340143
1_1_178_817_2018-10-26 14:19:18.489628,,10.646,2.8786783
1_1_178_824_2018-10-26 14:31:12.691796,410.0,4.882,1.3200927
1_1_193_816_2018-10-26 14:37:36.183926,374.0,7.789,2.1061456
1_1_179_777_2018-10-26 14:42:55.865266,577.0,5.658,1.5299231
1_1_193_827_2018-10-26 14:44:44.647396,,3.076,0.83175033
1_1_194_822_2018-10-26 15:05:01.117512,933.0,39.043,10.557226
1_1_193_829_2018-10-26 15:05:58.102736,382.0,12.999,3.5149293
1_1_179_800_2018-10-26 15:13:33.955971,,3.014,0.8149856
1_1_179_791_2018-10-26 15:17:03.279643,986.0,15.636,4.227974
1_1_179_815_2018-10-26 15:21:11.580777,,16.321,4.413198
1_1_179_809_2018-10-26 15:37:33.273318,364.0,25.497,6.894388
1_1_194_818_2018-10-26 15:47:50.118699,,5.007,1.3538927
1_1_193_827_2018-10-26 16:08:01.465152,,7.8,2.10912
1_1_179_783_2018-10-26 16:33:26.722979,,17.413,4.708475
1_1_179_799_2018-10-26 16:45:26.497650,,17.404,4.7060413
1_1_179_810_2018-10-26 16:47:13.586941,573.0,1.238,0.33475518
1_1_179_797_2018-10-26 17:06:06.735226,,2.3,0.62191993
1_1_179_794_2018-10-26 18:42:37.816310,577.0,3.247,0.87798876
1_1_193_820_2018-10-26 18:49:25.879622,,3.017,0.81579673
1_1_178_824_2018-10-26 19:01:20.432459,194.0,7.792,2.1069567
1_1_194_826_2018-10-26 19:09:52.351898,,5.869,1.5869775
1_1_193_819_2018-10-26 19:28:27.690348,,2.079,0.56216156
1_1_193_827_2018-10-26 19:57:57.887621,410.0,12.398,3.352419
1_1_179_800_2018-10-26 20:34:59.684986,,17.37,4.696848
1_1_179_787_2018-10-26 20:47:15.845962,,3.996,1.0805184
1_1_194_826_2018-10-26 21:31:29.092776,,7.716,2.0864062
1_1_191_789_2018-10-26 22:20:48.861340,,0.703,0.1900912
1_1_194_821_2018-10-26 22:32:12.645864,171.0,11.762,3.1804447
1_1_179_799_2018-10-26 22:51:16.372679,,12.472,3.3724287
1_1_178_824_2018-10-26 23:21:45.133151,741.0,31.339,8.474066
1_1_178_823_2018-10-27 13:46:02.154349,,13.238,3.579555
1_1_194_821_2018-10-27 14:22:54.348719,467.0,9.595,2.594488
1_1_178_817_2018-10-27 20:46:19.817616,933.0,12.7,3.43408
1_1_193_829_2018-10-27 23:12:58.608555,,15.762,4.2620444
1_1_193_816_2018-10-27 23:31:38.120165,,5.625,1.5209999
1_1_179_810_2018-10-28 16:42:28.629118,416.0,11.043,2.9860272
1_1_178_817_2018-10-28 17:45:50.327296,,3.776,1.0210303
1_1_194_818_2018-10-28 19:14:03.204571,,17.372,4.6973886
1_1_179_810_2018-10-28 20:28:36.497219,,10.485,2.8351438
1_1_178_824_2018-10-28 21:01:26.234916,,17.389,4.7019854
1_1_193_816_2018-10-29 12:02:16.336212,,11.401,3.0828302
1_1_194_821_2018-10-29 12:36:02.690053,651.0,12.3,3.3259199
1_1_191_789_2018-10-29 12:36:09.722007,483.0,5.955,1.6102319
1_1_178_823_2018-10-29 12:49:38.612636,406.0,11.217,3.0330768
1_1_191_802_2018-10-29 12:51:17.261151,,17.052,4.610861
1_1_179_779_2018-10-29 13:03:52.755378,,17.396,4.703878
1_1_193_827_2018-10-29 13:05:01.443575,344.0,7.589,2.0520656
1_1_193_825_2018-10-29 13:07:49.526146,,11.644,3.1485374
1_1_193_819_2018-10-29 13:12:57.196053,334.0,11.044501,2.986433
1_1_191_785_2018-10-29 13:21:01.617550,368.0,1.871,0.5059184
1_1_193_820_2018-10-29 13:27:31.615653,169.0,7.994,2.1615775
1_1_178_828_2018-10-29 13:27:49.202963,322.0,15.684,4.2409534
1_1_178_817_2018-10-29 13:30:44.368476,176.0,14.675,3.9681199
1_1_194_826_2018-10-29 13:38:11.220124,463.0,6.615,1.7886958
1_1_179_800_2018-10-29 13:41:01.276069,,6.303,1.7043312
1_1_179_799_2018-10-29 13:43:12.276440,507.0,49.708,13.441043
1_1_194_822_2018-10-29 13:48:10.457967,576.0,19.718,5.331747
1_1_193_829_2018-10-29 13:51:59.058119,365.0,6.448,1.7435391
1_1_194_818_2018-10-29 13:54:07.659946,,6.352118,1.7176126
1_1_178_824_2018-10-29 13:55:18.349112,,3.253,0.8796112
1_1_179_815_2018-10-29 13:59:33.179828,385.0,9.687,2.6193647
1_1_179_791_2018-10-29 13:59:37.709610,611.0,42.763,11.563115
1_1_179_797_2018-10-29 14:01:00.861787,726.0,15.152,4.0971007
1_1_179_783_2018-10-29 14:01:04.810847,387.0,31.8,8.59872
1_1_191_812_2018-10-29 14:06:20.681827,,16.264,4.397785
1_1_179_781_2018-10-29 14:11:15.900233,480.0,10.849,2.9335694
1_1_179_809_2018-10-29 14:11:30.052051,,4.051,1.0953904
1_1_191_784_2018-10-29 14:13:19.221348,,17.392,4.7027965
1_1_179_796_2018-10-29 14:15:01.812792,,15.021,4.0616784
1_1_191_778_2018-10-29 14:17:23.191385,368.0,6.665,1.8022159
1_1_179_794_2018-10-29 14:20:37.618947,,17.412,4.7082047
1_1_179_777_2018-10-29 14:21:09.780157,390.0,3.424,0.92584956
1_1_179_810_2018-10-29 14:23:25.410487,537.0,39.927,10.79626
1_1_179_790_2018-10-29 14:29:11.918977,378.0,34.67,9.374767
1_1_179_801_2018-10-29 14:29:14.279797,357.0,12.036,3.2545342
1_1_179_788_2018-10-29 14:29:29.861286,526.0,7.931,2.1445425
1_1_191_785_2018-10-29 14:30:15.110644,592.0,9.228,2.495251
1_1_191_795_2018-10-29 14:33:14.619061,,17.399,4.7046895
1_1_179_798_2018-10-29 14:33:38.090442,410.0,4.908,1.3271232
1_1_179_787_2018-10-29 14:34:11.719444,458.0,51.088,13.814195
1_1_179_813_2018-10-29 14:35:19.631396,630.0,8.801,2.3797903
1_1_191_807_2018-10-29 14:35:30.931085,335.0,14.787,3.9984045
1_1_191_806_2018-10-29 14:40:18.832515,374.0,7.494,2.0263774
1_1_191_780_2018-10-29 14:40:46.051308,597.0,6.125,1.6561999
1_1_191_793_2018-10-29 14:41:23.519270,531.0,6.769,1.8303375
1_1_191_804_2018-10-29 14:51:57.780585,,17.405,4.706312
1_1_191_811_2018-10-29 14:55:33.930601,386.0,6.308,1.7056831
1_1_191_782_2018-10-29 15:02:42.361059,436.0,39.895,10.787607
1_1_191_805_2018-10-29 15:04:28.430298,474.0,44.818,12.118787
1_1_191_792_2018-10-29 15:04:54.900633,476.0,11.503,3.1104112
1_1_178_824_2018-10-29 15:05:30.978228,414.0,9.065,2.4511757
1_1_191_803_2018-10-29 15:09:21.171473,,9.9,2.6769598
1_1_193_816_2018-10-29 15:11:21.815813,933.0,40.011,10.8189745
1_1_191_808_2018-10-29 16:48:54.473004,467.0,9.772,2.6423488
1_1_194_818_2018-10-29 18:17:53.504894,336.0,12.805,3.462472
1_1_179_800_2018-10-29 19:01:51.554108,741.0,44.313,11.982235
1_1_179_779_2018-10-29 19:13:03.573635,,14.238,3.849955
1_1_179_796_2018-10-29 19:43:45.226606,581.0,15.411,4.1671343
1_1_179_813_2018-10-29 19:47:45.539902,1025.0,3.385,0.91530395
1_1_193_827_2018-10-29 19:48:52.976796,,13.854,3.7461214
1_1_191_786_2018-10-29 20:01:10.370199,630.0,1.781,0.48158237
1_1_193_825_2018-10-29 22:05:27.930442,,3.023,0.8174192
1_1_191_780_2018-10-29 22:07:07.273674,,3.249,0.8785296
1_1_194_821_2018-10-29 22:15:11.815433,394.0,16.336,4.4172544
1_1_191_802_2018-10-29 22:24:55.354573,171.0,12.868,3.479507
1_1_193_827_2018-10-29 22:37:12.856910,355.0,10.093,2.7291472
1_1_193_820_2018-10-29 22:47:10.312595,220.0,5.588,1.510995
1_1_193_819_2018-10-29 22:51:42.502720,,4.914,1.3287456
1_1_179_794_2018-10-29 23:00:24.411213,,2.384,0.6446336
1_1_193_825_2018-10-30 01:01:09.343196,405.0,6.053,1.6367311
1_1_194_821_2018-10-30 07:03:58.422824,459.0,13.234,3.5784736
1_1_178_823_2018-10-30 07:06:59.653140,405.0,3.888,1.0513152
1_1_193_827_2018-10-30 12:30:24.411891,404.0,12.245,3.3110478
1_1_191_789_2018-10-30 12:42:32.184349,483.0,6.019,1.6275375
1_1_178_823_2018-10-30 12:48:43.053708,406.0,11.188,3.025235
1_1_193_816_2018-10-30 12:56:15.548229,933.0,45.667,12.348356
1_1_193_819_2018-10-30 13:09:51.685975,334.0,14.051,3.79939
1_1_193_825_2018-10-30 13:12:09.339389,,1.024,0.2768896
1_1_178_824_2018-10-30 13:24:13.414666,,0.8936247,0.24163611
1_1_178_828_2018-10-30 13:25:07.862845,322.0,16.527252,4.468969
1_1_194_826_2018-10-30 13:26:49.181384,463.0,9.988,2.7007551
1_1_193_820_2018-10-30 13:35:30.733977,,0.923,0.24957918
1_1_179_781_2018-10-30 13:37:49.537668,,0.897,0.2425488
1_1_178_817_2018-10-30 13:40:07.232998,176.0,13.517,3.6549966
1_1_194_822_2018-10-30 13:47:11.276559,576.0,11.685,3.1596239
1_1_191_785_2018-10-30 13:47:25.906839,368.0,7.287,1.9704047
1_1_194_821_2018-10-30 13:48:21.418311,365.0,3.416,0.9236863
1_1_193_829_2018-10-30 13:49:00.697178,,0.896,0.2422784
1_1_194_818_2018-10-30 13:56:48.935057,414.0,12.302,3.3264606
1_1_179_799_2018-10-30 13:58:42.817308,,0.914,0.24714558
1_1_179_797_2018-10-30 13:59:53.554152,726.0,5.622,1.5201888
1_1_179_809_2018-10-30 14:18:11.647401,888.0,13.224,3.5757694
1_1_191_805_2018-10-30 14:18:13.911963,,0.832,0.2249728
1_1_179_783_2018-10-30 14:21:37.788159,476.0,8.868,2.397907
1_1_179_791_2018-10-30 14:24:01.804694,581.0,16.793,4.540827
1_1_179_815_2018-10-30 14:27:39.792682,,1.046,0.28283837
1_1_179_800_2018-10-30 14:30:01.772130,382.0,12.139,3.2823853
1_1_179_810_2018-10-30 14:31:21.565482,464.0,4.586,1.2400544
1_1_191_780_2018-10-30 14:34:47.238831,592.0,6.971,1.8849584
1_1_179_777_2018-10-30 14:36:35.298796,390.0,3.523,0.95261914
1_1_191_795_2018-10-30 14:36:50.659054,410.0,4.992,1.3498367
1_1_193_820_2018-10-30 14:41:20.804413,169.0,6.791,1.8362863
1_1_179_801_2018-10-30 14:44:52.084319,443.0,15.373,4.156859
1_1_191_782_2018-10-30 14:46:56.307801,526.0,13.728,3.712051
1_1_191_803_2018-10-30 14:47:24.325724,444.0,2.826,0.7641504
1_1_179_790_2018-10-30 14:48:38.527114,,0.80161583,0.21675691
1_1_191_812_2018-10-30 14:48:50.193400,436.0,30.582,8.269373
1_1_179_798_2018-10-30 14:59:43.021549,374.0,7.156,1.9349823
1_1_191_778_2018-10-30 15:01:04.146486,630.0,8.554,2.3130014
1_1_191_802_2018-10-30 15:01:35.507005,,1.101,0.29771036
1_1_179_788_2018-10-30 15:02:40.596420,531.0,19.416,5.2500863
1_1_179_794_2018-10-30 15:03:07.188492,474.0,24.79,6.703216
1_1_191_804_2018-10-30 15:05:45.115836,340.0,31.203,8.43729
1_1_179_787_2018-10-30 15:05:54.898447,,0.836,0.2260544
1_1_191_811_2018-10-30 15:19:44.148472,481.0,33.571,9.077598
1_1_191_806_2018-10-30 15:24:02.636539,,1.062,0.2871648
1_1_191_808_2018-10-30 15:29:27.389726,,0.815,0.22037598
1_1_179_813_2018-10-30 15:34:57.688657,331.0,40.973,11.079099
1_1_191_792_2018-10-30 15:35:03.851760,742.0,2.76,0.746304
1_1_179_779_2018-10-30 15:35:27.879844,341.0,9.136,2.470374
1_1_191_807_2018-10-30 15:37:22.637296,346.0,8.011,2.1661742
1_1_179_796_2018-10-30 15:37:31.317943,386.0,6.242,1.6878368
1_1_179_790_2018-10-30 15:45:35.129175,,0.74,0.200096
1_1_191_784_2018-10-30 15:50:23.334626,,0.975,0.26364
1_1_191_786_2018-10-30 16:26:35.573712,342.0,24.726,6.68591
1_1_191_808_2018-10-30 16:44:07.917977,,0.87954473,0.23782888
1_1_179_790_2018-10-30 16:46:43.931364,,0.727,0.1965808
1_1_179_809_2018-10-30 16:49:19.159988,467.0,9.776,2.6434302
1_1_191_793_2018-10-30 17:07:38.100783,335.0,15.047,4.0687084
1_1_179_790_2018-10-30 17:20:13.651573,,0.815,0.22037598
1_1_179_787_2018-10-30 17:39:55.818833,432.0,14.693,3.972987
1_1_191_808_2018-10-30 18:12:55.765523,337.0,33.829,9.147361
1_1_191_784_2018-10-30 18:20:16.168834,428.0,11.738,3.173955
1_1_178_824_2018-10-30 19:06:32.244237,356.0,3.906,1.0561823
1_1_194_826_2018-10-30 19:31:31.876236,171.0,7.007,1.8946927
1_1_178_817_2018-10-30 19:34:58.721850,531.0,6.735,1.821144
1_1_179_788_2018-10-30 19:39:42.691208,176.0,1.465,0.396136
1_1_191_807_2018-10-30 20:17:46.447964,,1.064,0.2877056
1_1_191_786_2018-10-30 21:18:47.616751,400.0,7.742,2.0934367
1_1_193_825_2018-10-30 22:49:51.956457,,0.812,0.21956478
1_1_178_823_2018-10-30 22:58:09.712964,355.0,7.592,2.0528767
1_1_193_827_2018-10-30 23:17:16.182370,220.0,7.473,2.020699
1_1_178_824_2018-10-30 23:17:25.578319,,0.734,0.1984736
1_1_178_828_2018-10-30 23:31:52.068445,,0.893,0.2414672
1_1_178_817_2018-10-31 00:18:46.479605,405.0,5.796,1.5672383
1_1_193_825_2018-10-31 01:16:58.783027,423.0,5.565,1.504776
1_1_191_785_2018-10-31 11:58:55.406463,368.0,2.588,0.6997952
1_1_194_821_2018-10-31 12:32:41.386834,651.0,12.029,3.2526414
1_1_191_789_2018-10-31 12:39:58.737692,483.0,5.935,1.604824
1_1_178_823_2018-10-31 12:47:01.790360,406.0,11.239,3.0390255
1_1_179_790_2018-10-31 12:58:37.627655,,0.739,0.1998256
1_1_191_802_2018-10-31 13:01:23.965870,439.0,20.271,5.481278
1_1_191_785_2018-10-31 13:11:21.986647,368.0,5.155,1.393912
1_1_193_819_2018-10-31 13:12:48.125420,334.0,13.563,3.667435
1_1_194_822_2018-10-31 13:23:36.388440,378.0,39.891,10.786526
1_1_178_824_2018-10-31 13:28:13.038777,,0.806,0.21794239
1_1_193_820_2018-10-31 13:28:54.081105,169.0,8.248,2.2302592
1_1_178_828_2018-10-31 13:29:15.853916,322.0,15.671,4.237438
1_1_193_827_2018-10-31 13:31:56.267401,176.0,15.33,4.1452317
1_1_193_816_2018-10-31 13:32:19.395973,933.0,30.515,8.251255
1_1_179_790_2018-10-31 13:36:23.454799,,0.741,0.2003664
1_1_194_826_2018-10-31 13:41:43.304291,521.0,5.789,1.5653455
1_1_179_799_2018-10-31 13:42:41.555854,581.0,19.044,5.1494975
1_1_194_818_2018-10-31 13:44:23.464305,463.0,6.005,1.623752
1_1_178_817_2018-10-31 13:49:14.453517,576.0,11.9,3.2177598
1_1_193_825_2018-10-31 13:50:19.882238,1049.0,24.895,6.731608
1_1_193_829_2018-10-31 13:53:43.745029,414.0,12.6,3.4070399
1_1_179_797_2018-10-31 13:58:22.552298,726.0,5.693,1.5393871
1_1_179_800_2018-10-31 13:59:44.174557,385.0,9.228,2.495251
1_1_179_810_2018-10-31 14:01:08.413325,416.0,17.018,4.601667
1_1_179_777_2018-10-31 14:02:09.540988,,1.081,0.29230237
1_1_179_813_2018-10-31 14:18:38.443430,,1.104,0.29852158
1_1_179_809_2018-10-31 14:20:09.524654,346.0,11.525,3.1163597
1_1_179_781_2018-10-31 14:20:54.434328,,1.29,0.34881598
1_1_191_784_2018-10-31 14:21:03.782080,,0.832,0.2249728
1_1_179_779_2018-10-31 14:23:44.693650,942.0,55.461,14.996654
1_1_179_791_2018-10-31 14:25:59.533163,410.0,5.051,1.3657904
1_1_191_780_2018-10-31 14:26:30.281855,592.0,7.078,1.9138911
1_1_179_801_2018-10-31 14:28:27.045643,888.0,36.956,9.992903
1_1_191_804_2018-10-31 14:30:16.994032,551.0,12.873,3.480859
1_1_179_794_2018-10-31 14:34:01.005263,511.0,25.819,6.981457
1_1_179_796_2018-10-31 14:36:49.697075,526.0,6.024,1.6288896
1_1_191_808_2018-10-31 14:37:18.035287,611.0,36.306,9.817142
1_1_191_803_2018-10-31 14:38:12.055106,531.0,20.391,5.513726
1_1_191_811_2018-10-31 14:38:45.235523,194.0,12.385,3.348904
1_1_191_807_2018-10-31 14:38:50.704540,335.0,15.092,4.080877
1_1_179_798_2018-10-31 14:41:51.323223,630.0,8.482,2.2935328
1_1_179_787_2018-10-31 14:43:02.978857,383.0,12.356,3.3410623
1_1_179_788_2018-10-31 14:43:18.746773,350.0,17.494,4.730377
1_1_191_778_2018-10-31 14:46:45.278285,474.0,19.3,5.2187195
1_1_191_795_2018-10-31 14:51:28.903075,444.0,2.865,0.774696
1_1_191_812_2018-10-31 14:53:33.878514,372.0,9.367,2.5328367
